"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"1",0.54,0.062,6.5,9.5,172.698,0.5,0.402169,0.0692349,0,0,"AG01522","H",0.744757407407407
"2",0.54,0.062,6.5,9.5,143.534,0.567824,0.422351,0.0681691,0,0,"AG01522","H",0.782131481481481
"3",0.54,0.062,6.5,9.5,119.965,0.644847,0.443462,0.0670538,0,0,"AG01522","H",0.821225925925926
"4",0.54,0.062,6.5,9.5,100.952,0.732319,0.465307,0.0658991,0,0,"AG01522","H",0.86167962962963
"5",0.54,0.062,6.5,9.5,85.4798,0.831656,0.4879,0.0647041,0,0,"AG01522","H",0.903518518518518
"6",0.54,0.062,6.5,9.5,72.4215,0.944468,0.511701,0.0634445,0,0,"AG01522","H",0.947594444444444
"7",0.54,0.062,6.5,9.5,61.3953,1.07258,0.536965,0.0621067,0,0,"AG01522","H",0.99437962962963
"8",0.54,0.062,6.5,9.5,52.3329,1.21808,0.563288,0.0607117,0,0,"AG01522","H",1.04312592592593
"9",0.54,0.062,6.5,9.5,44.5844,1.3833,0.591279,0.0592272,0,0,"AG01522","H",1.09496111111111
"10",0.54,0.062,6.5,9.5,38.033,1.57095,0.620944,0.0576526,0,0,"AG01522","H",1.1498962962963
"11",0.54,0.062,6.5,9.5,32.4783,1.78404,0.652489,0.0559766,0,0,"AG01522","H",1.20831296296296
"12",0.54,0.062,6.5,9.5,27.7871,2.02604,0.685886,0.0542004,0,0,"AG01522","H",1.27015925925926
"13",0.54,0.062,6.5,9.5,23.8148,2.30087,0.72134,0.0523127,0,0,"AG01522","H",1.33581481481481
"14",0.54,0.062,6.5,9.5,20.3604,2.61297,0.759827,0.0502614,0,0,"AG01522","H",1.40708703703704
"15",0.54,0.062,6.5,9.5,17.41,2.96741,0.801198,0.0480538,0,0,"AG01522","H",1.4837
"16",0.54,0.062,6.5,9.5,14.8921,3.36994,0.841033,0.0459227,0,0,"AG01522","H",1.55746851851852
"17",0.54,0.062,6.5,9.5,12.7468,3.82706,0.867543,0.0444902,0,0,"AG01522","H",1.60656111111111
"18",0.54,0.062,6.5,9.5,10.8957,4.34619,0.896318,0.0429324,0,0,"AG01522","H",1.65984814814815
"19",0.54,0.062,6.5,9.5,9.32672,4.93574,0.927616,0.0412347,0,0,"AG01522","H",1.71780740740741
"20",0.54,0.062,6.5,9.5,7.95205,5.60526,0.962646,0.039332,0,0,"AG01522","H",1.78267777777778
"21",0.54,0.062,6.5,9.5,6.79001,6.36559,1.00054,0.0372691,0,0,"AG01522","H",1.85285185185185
"22",0.54,0.062,6.5,9.5,5.79218,7.22907,1.04226,0.0349933,0,0,"AG01522","H",1.93011111111111
"23",0.54,0.062,6.5,9.5,4.93205,8.20967,1.09019,0.032377,0,0,"AG01522","H",2.01887037037037
"24",0.54,0.062,6.5,9.5,4.20451,9.32329,1.14263,0.0295089,0,0,"AG01522","H",2.11598148148148
"25",0.54,0.062,6.5,9.5,3.56668,10.588,1.20264,0.0262237,0,0,"AG01522","H",2.22711111111111
"26",0.54,0.062,6.5,9.5,3.02632,12.0242,1.26986,0.02254,0,0,"AG01522","H",2.35159259259259
"27",0.54,0.062,6.5,9.5,2.56754,13.6552,1.34499,0.0184187,0,0,"AG01522","H",2.49072222222222
"28",0.54,0.062,6.5,9.5,2.16897,15.5075,1.42846,0.013836,0,0,"AG01522","H",2.6452962962963
"29",0.54,0.062,6.5,9.5,1.81094,17.6111,1.52027,0.00879234,0,0,"AG01522","H",2.81531481481481
"30",0.54,0.062,6.5,9.5,1.48675,20,1.60229,0.00424515,0,0,"AG01522","H",2.9672037037037
"31",0.11,0.06,6.5,8,172.698,0.5,0.127549,0.0588984,0,0,"U87","H",1.15953636363636
"32",0.11,0.06,6.5,8,143.534,0.567824,0.138268,0.0582273,0,0,"U87","H",1.25698181818182
"33",0.11,0.06,6.5,8,119.965,0.644847,0.149487,0.0575248,0,0,"U87","H",1.35897272727273
"34",0.11,0.06,6.5,8,100.952,0.732319,0.161175,0.0567928,0,0,"U87","H",1.46522727272727
"35",0.11,0.06,6.5,8,85.4798,0.831656,0.173273,0.0560348,0,0,"U87","H",1.57520909090909
"36",0.11,0.06,6.5,8,72.4215,0.944468,0.18615,0.0552277,0,0,"U87","H",1.69227272727273
"37",0.11,0.06,6.5,8,61.3953,1.07258,0.19987,0.0543674,0,0,"U87","H",1.817
"38",0.11,0.06,6.5,8,52.3329,1.21808,0.21415,0.0534717,0,0,"U87","H",1.94681818181818
"39",0.11,0.06,6.5,8,44.5844,1.3833,0.229405,0.0525143,0,0,"U87","H",2.0855
"40",0.11,0.06,6.5,8,38.033,1.57095,0.245631,0.0514955,0,0,"U87","H",2.23300909090909
"41",0.11,0.06,6.5,8,32.4783,1.78404,0.262885,0.0504115,0,0,"U87","H",2.38986363636364
"42",0.11,0.06,6.5,8,27.7871,2.02604,0.281233,0.049258,0,0,"U87","H",2.55666363636364
"43",0.11,0.06,6.5,8,23.8148,2.30087,0.300765,0.0480292,0,0,"U87","H",2.73422727272727
"44",0.11,0.06,6.5,8,20.3604,2.61297,0.321958,0.0466949,0,0,"U87","H",2.92689090909091
"45",0.11,0.06,6.5,8,17.41,2.96741,0.344778,0.0452571,0,0,"U87","H",3.13434545454545
"46",0.11,0.06,6.5,8,14.8921,3.36994,0.368447,0.0437641,0,0,"U87","H",3.34951818181818
"47",0.11,0.06,6.5,8,12.7468,3.82706,0.39066,0.0423601,0,0,"U87","H",3.55145454545455
"48",0.11,0.06,6.5,8,10.8957,4.34619,0.414916,0.0408255,0,0,"U87","H",3.77196363636364
"49",0.11,0.06,6.5,8,9.32672,4.93574,0.441256,0.039157,0,0,"U87","H",4.01141818181818
"50",0.11,0.06,6.5,8,7.95205,5.60526,0.47064,0.037294,0,0,"U87","H",4.27854545454545
"51",0.11,0.06,6.5,8,6.79001,6.36559,0.502712,0.035258,0,0,"U87","H",4.57010909090909
"52",0.11,0.06,6.5,8,5.79218,7.22907,0.53825,0.0329995,0,0,"U87","H",4.89318181818182
"53",0.11,0.06,6.5,8,4.93205,8.20967,0.578305,0.0304516,0,0,"U87","H",5.25731818181818
"54",0.11,0.06,6.5,8,4.20451,9.32329,0.622599,0.0276308,0,0,"U87","H",5.65999090909091
"55",0.11,0.06,6.5,8,3.56668,10.588,0.673319,0.0243988,0,0,"U87","H",6.12108181818182
"56",0.11,0.06,6.5,8,3.02632,12.0242,0.730117,0.0207768,0,0,"U87","H",6.63742727272727
"57",0.11,0.06,6.5,8,2.56754,13.6552,0.793386,0.0167397,0,0,"U87","H",7.2126
"58",0.11,0.06,6.5,8,2.16897,15.5075,0.863458,0.0122667,0,0,"U87","H",7.84961818181818
"59",0.11,0.06,6.5,8,1.81094,17.6111,0.938535,0.00747166,0,0,"U87","H",8.53213636363636
"60",0.11,0.06,6.5,8,1.48675,20,1.00029,0.00350327,0,0,"U87","H",9.09354545454545
"61",0.313,0.0615,5,30,172.698,0.5,0.252476,0.0624921,0,0,"HSG","H",0.806632587859425
"62",0.313,0.0615,5,30,143.534,0.567824,0.270793,0.0621832,0,0,"HSG","H",0.865153354632588
"63",0.313,0.0615,5,30,119.965,0.644847,0.291842,0.061828,0,0,"HSG","H",0.932402555910543
"64",0.313,0.0615,5,30,100.952,0.732319,0.316048,0.061419,0,0,"HSG","H",1.00973801916933
"65",0.313,0.0615,5,30,85.4798,0.831656,0.344028,0.0609456,0,0,"HSG","H",1.09913099041534
"66",0.313,0.0615,5,30,72.4215,0.944468,0.377004,0.0603871,0,0,"HSG","H",1.20448562300319
"67",0.313,0.0615,5,30,61.3953,1.07258,0.416046,0.059725,0,0,"HSG","H",1.32922044728435
"68",0.313,0.0615,5,30,52.3329,1.21808,0.460084,0.0589767,0,0,"HSG","H",1.46991693290735
"69",0.313,0.0615,5,30,44.5844,1.3833,0.507112,0.0581754,0,0,"HSG","H",1.6201661341853
"70",0.313,0.0615,5,30,38.033,1.57095,0.55734,0.0573168,0,0,"HSG","H",1.78063897763578
"71",0.313,0.0615,5,30,32.4783,1.78404,0.611305,0.0563912,0,0,"HSG","H",1.95305111821086
"72",0.313,0.0615,5,30,27.7871,2.02604,0.668585,0.0554047,0,0,"HSG","H",2.13605431309904
"73",0.313,0.0615,5,30,23.8148,2.30087,0.729312,0.054354,0,0,"HSG","H",2.33007028753994
"74",0.313,0.0615,5,30,20.3604,2.61297,0.795009,0.053212,0,0,"HSG","H",2.53996485623003
"75",0.313,0.0615,5,30,17.41,2.96741,0.866225,0.0519678,0,0,"HSG","H",2.76749201277955
"76",0.313,0.0615,5,30,14.8921,3.36994,0.942766,0.0506227,0,0,"HSG","H",3.01203194888179
"77",0.313,0.0615,5,30,12.7468,3.82706,1.02246,0.0492116,0,0,"HSG","H",3.26664536741214
"78",0.313,0.0615,5,30,10.8957,4.34619,1.09959,0.0478297,0,0,"HSG","H",3.51306709265176
"79",0.313,0.0615,5,30,9.32672,4.93574,1.18314,0.0463214,0,0,"HSG","H",3.78
"80",0.313,0.0615,5,30,7.95205,5.60526,1.27601,0.0446331,0,0,"HSG","H",4.07670926517572
"81",0.313,0.0615,5,30,6.79001,6.36559,1.37716,0.0427785,0,0,"HSG","H",4.39987220447284
"82",0.313,0.0615,5,30,5.79218,7.22907,1.4889,0.0407128,0,0,"HSG","H",4.75686900958466
"83",0.313,0.0615,5,30,4.93205,8.20967,1.61415,0.03838,0,0,"HSG","H",5.15702875399361
"84",0.313,0.0615,5,30,4.20451,9.32329,1.75223,0.035785,0,0,"HSG","H",5.59817891373802
"85",0.313,0.0615,5,30,3.56668,10.588,1.90965,0.0328077,0,0,"HSG","H",6.10111821086262
"86",0.313,0.0615,5,30,3.02632,12.0242,2.08589,0.02945,0,0,"HSG","H",6.66418530351438
"87",0.313,0.0615,5,30,2.56754,13.6552,2.28365,0.0256581,0,0,"HSG","H",7.29600638977636
"88",0.313,0.0615,5,30,2.16897,15.5075,2.50898,0.0213224,0,0,"HSG","H",8.01591054313099
"89",0.313,0.0615,5,30,1.81094,17.6111,2.77292,0.0162525,0,0,"HSG","H",8.85916932907348
"90",0.313,0.0615,5,30,1.48675,20,3.07592,0.0104549,0,0,"HSG","H",9.82722044728435
"91",0.54,0.062,6.5,9.5,21.4706,10,0.851163,0.0449253,0,0,"AG01522","He",1.57622777777778
"92",0.54,0.062,6.5,9.5,19.1623,10.9788,0.882461,0.0431915,0,0,"AG01522","He",1.63418703703704
"93",0.54,0.062,6.5,9.5,17.0551,12.0534,0.916048,0.0413262,0,0,"AG01522","He",1.69638518518518
"94",0.54,0.062,6.5,9.5,15.2159,13.2332,0.949013,0.0394836,0,0,"AG01522","He",1.75743148148148
"95",0.54,0.062,6.5,9.5,13.5792,14.5285,0.97042,0.0382456,0,0,"AG01522","He",1.79707407407407
"96",0.54,0.062,6.5,9.5,12.1219,15.9505,0.992957,0.0369354,0,0,"AG01522","He",1.83880925925926
"97",0.54,0.062,6.5,9.5,10.8174,17.5117,1.01684,0.0355406,0,0,"AG01522","He",1.88303703703704
"98",0.54,0.062,6.5,9.5,9.62763,19.2258,1.04296,0.0340114,0,0,"AG01522","He",1.93140740740741
"99",0.54,0.062,6.5,9.5,8.58027,21.1076,1.07003,0.0324156,0,0,"AG01522","He",1.98153703703704
"100",0.54,0.062,6.5,9.5,7.64628,23.1736,1.09911,0.0306943,0,0,"AG01522","He",2.03538888888889
"101",0.54,0.062,6.5,9.5,6.80913,25.4419,1.12974,0.0288707,0,0,"AG01522","He",2.09211111111111
"102",0.54,0.062,6.5,9.5,6.06977,27.9321,1.16254,0.0269091,0,0,"AG01522","He",2.15285185185185
"103",0.54,0.062,6.5,9.5,5.40612,30.6661,1.19727,0.0248212,0,0,"AG01522","He",2.21716666666667
"104",0.54,0.062,6.5,9.5,4.8081,33.6677,1.23523,0.0225348,0,0,"AG01522","He",2.28746296296296
"105",0.54,0.062,6.5,9.5,4.26771,36.9631,1.27593,0.0200738,0,0,"AG01522","He",2.36283333333333
"106",0.54,0.062,6.5,9.5,3.79522,40.581,1.31861,0.0174776,0,0,"AG01522","He",2.44187037037037
"107",0.54,0.062,6.5,9.5,3.37518,44.5531,1.36321,0.0147482,0,0,"AG01522","He",2.52446296296296
"108",0.54,0.062,6.5,9.5,2.99611,48.914,1.40986,0.0118766,0,0,"AG01522","He",2.61085185185185
"109",0.54,0.062,6.5,9.5,2.66595,53.7017,1.45565,0.00901701,0,0,"AG01522","He",2.69564814814815
"110",0.54,0.062,6.5,9.5,2.35457,58.958,1.50078,0.00615887,0,0,"AG01522","He",2.77922222222222
"111",0.54,0.062,6.5,9.5,2.01885,64.7288,1.54107,0.0035215,0,0,"AG01522","He",2.85383333333333
"112",0.54,0.062,6.5,9.5,1.77592,71.0644,1.55742,0.00211211,0,0,"AG01522","He",2.88411111111111
"113",0.54,0.062,6.5,9.5,1.56138,78.0202,1.56147,0.00130729,0,0,"AG01522","He",2.89161111111111
"114",0.54,0.062,6.5,9.5,1.36875,85.6568,1.55434,0.00104183,0,0,"AG01522","He",2.87840740740741
"115",0.54,0.062,6.5,9.5,1.20063,94.0409,1.5518,0.000478307,0,0,"AG01522","He",2.8737037037037
"116",0.54,0.062,6.5,9.5,1.04925,103.246,1.53439,0.000642238,0,0,"AG01522","He",2.84146296296296
"117",0.54,0.062,6.5,9.5,0.911643,113.351,1.52035,0.000564298,0,0,"AG01522","He",2.81546296296296
"118",0.54,0.062,6.5,9.5,0.791541,124.446,1.50508,0.000483755,0,0,"AG01522","He",2.78718518518518
"119",0.54,0.062,6.5,9.5,0.682721,136.627,1.46624,0.00158515,0,0,"AG01522","He",2.71525925925926
"120",0.54,0.062,6.5,9.5,0.586436,150,1.47782,0,0,0,"AG01522","He",2.7367037037037
"121",0.11,0.06,6.5,8,21.4706,10,0.401983,0.0414877,0,0,"U87","He",3.65439090909091
"122",0.11,0.06,6.5,8,19.1623,10.9788,0.420195,0.0403138,0,0,"U87","He",3.81995454545455
"123",0.11,0.06,6.5,8,17.0551,12.0534,0.439739,0.0390517,0,0,"U87","He",3.99762727272727
"124",0.11,0.06,6.5,8,15.2159,13.2332,0.459721,0.0377573,0,0,"U87","He",4.17928181818182
"125",0.11,0.06,6.5,8,13.5792,14.5285,0.478087,0.0365597,0,0,"U87","He",4.34624545454545
"126",0.11,0.06,6.5,8,12.1219,15.9505,0.497504,0.0352901,0,0,"U87","He",4.52276363636364
"127",0.11,0.06,6.5,8,10.8174,17.5117,0.518142,0.033937,0,0,"U87","He",4.71038181818182
"128",0.11,0.06,6.5,8,9.62763,19.2258,0.540521,0.0324668,0,0,"U87","He",4.91382727272727
"129",0.11,0.06,6.5,8,8.58027,21.1076,0.564079,0.030914,0,0,"U87","He",5.12799090909091
"130",0.11,0.06,6.5,8,7.64628,23.1736,0.589284,0.0292483,0,0,"U87","He",5.35712727272727
"131",0.11,0.06,6.5,8,6.80913,25.4419,0.616227,0.0274628,0,0,"U87","He",5.60206363636364
"132",0.11,0.06,6.5,8,6.06977,27.9321,0.644927,0.0255554,0,0,"U87","He",5.86297272727273
"133",0.11,0.06,6.5,8,5.40612,30.6661,0.675701,0.0235049,0,0,"U87","He",6.14273636363636
"134",0.11,0.06,6.5,8,4.8081,33.6677,0.709067,0.0212775,0,0,"U87","He",6.44606363636364
"135",0.11,0.06,6.5,8,4.26771,36.9631,0.745151,0.0188644,0,0,"U87","He",6.7741
"136",0.11,0.06,6.5,8,3.79522,40.581,0.783092,0.0163195,0,0,"U87","He",7.11901818181818
"137",0.11,0.06,6.5,8,3.37518,44.5531,0.82299,0.013636,0,0,"U87","He",7.48172727272727
"138",0.11,0.06,6.5,8,2.99611,48.914,0.864771,0.0108187,0,0,"U87","He",7.86155454545455
"139",0.11,0.06,6.5,8,2.66595,53.7017,0.905721,0.00803885,0,0,"U87","He",8.23382727272727
"140",0.11,0.06,6.5,8,2.35457,58.958,0.94541,0.00532349,0,0,"U87","He",8.59463636363636
"141",0.11,0.06,6.5,8,2.01885,64.7288,0.978773,0.00299015,0,0,"U87","He",8.89793636363636
"142",0.11,0.06,6.5,8,1.77592,71.0644,0.993639,0.00179889,0,0,"U87","He",9.03308181818182
"143",0.11,0.06,6.5,8,1.56138,78.0202,1.00007,0.00111369,0,0,"U87","He",9.09154545454546
"144",0.11,0.06,6.5,8,1.36875,85.6568,0.999008,0.000872046,0,0,"U87","He",9.08189090909091
"145",0.11,0.06,6.5,8,1.20063,94.0409,1.00103,0.000409417,0,0,"U87","He",9.10027272727273
"146",0.11,0.06,6.5,8,1.04925,103.246,0.993265,0.000529906,0,0,"U87","He",9.02968181818182
"147",0.11,0.06,6.5,8,0.911643,113.351,0.98796,0.000463689,0,0,"U87","He",8.98145454545454
"148",0.11,0.06,6.5,8,0.791541,124.446,0.982087,0.000397921,0,0,"U87","He",8.92806363636364
"149",0.11,0.06,6.5,8,0.682721,136.627,0.960218,0.00129899,0,0,"U87","He",8.72925454545454
"150",0.11,0.06,6.5,8,0.586436,150,0.973649,0,0,0,"U87","He",8.85135454545455
"151",0.313,0.0615,5,30,21.4706,10,1.10046,0.0470875,0,0,"HSG","He",3.51584664536741
"152",0.313,0.0615,5,30,19.1623,10.9788,1.15703,0.0459587,0,0,"HSG","He",3.69658146964856
"153",0.313,0.0615,5,30,17.0551,12.0534,1.21734,0.0447408,0,0,"HSG","He",3.88926517571885
"154",0.313,0.0615,5,30,15.2159,13.2332,1.27989,0.0434574,0,0,"HSG","He",4.0891054313099
"155",0.313,0.0615,5,30,13.5792,14.5285,1.34543,0.0420915,0,0,"HSG","He",4.29849840255591
"156",0.313,0.0615,5,30,12.1219,15.9505,1.40737,0.0407583,0,0,"HSG","He",4.49638977635783
"157",0.313,0.0615,5,30,10.8174,17.5117,1.47048,0.0393689,0,0,"HSG","He",4.69801916932907
"158",0.313,0.0615,5,30,9.62763,19.2258,1.53808,0.0378588,0,0,"HSG","He",4.91399361022364
"159",0.313,0.0615,5,30,8.58027,21.1076,1.60839,0.0362558,0,0,"HSG","He",5.13862619808307
"160",0.313,0.0615,5,30,7.64628,23.1736,1.68245,0.0345352,0,0,"HSG","He",5.37523961661342
"161",0.313,0.0615,5,30,6.80913,25.4419,1.7603,0.032691,0,0,"HSG","He",5.62396166134185
"162",0.313,0.0615,5,30,6.06977,27.9321,1.84162,0.0307234,0,0,"HSG","He",5.88376996805112
"163",0.313,0.0615,5,30,5.40612,30.6661,1.92695,0.0286163,0,0,"HSG","He",6.15638977635783
"164",0.313,0.0615,5,30,4.8081,33.6677,2.01723,0.0263463,0,0,"HSG","He",6.44482428115016
"165",0.313,0.0615,5,30,4.26771,36.9631,2.11238,0.0239093,0,0,"HSG","He",6.7488178913738
"166",0.313,0.0615,5,30,3.79522,40.581,2.20953,0.0213547,0,0,"HSG","He",7.05920127795527
"167",0.313,0.0615,5,30,3.37518,44.5531,2.30889,0.018675,0,0,"HSG","He",7.37664536741214
"168",0.313,0.0615,5,30,2.99611,48.914,2.4108,0.0158622,0,0,"HSG","He",7.70223642172524
"169",0.313,0.0615,5,30,2.66595,53.7017,2.50962,0.0130228,0,0,"HSG","He",8.01795527156549
"170",0.313,0.0615,5,30,2.35457,58.958,2.61052,0.0100634,0,0,"HSG","He",8.34031948881789
"171",0.313,0.0615,5,30,2.01885,64.7288,2.72607,0.00676359,0,0,"HSG","He",8.70948881789137
"172",0.313,0.0615,5,30,1.77592,71.0644,2.79632,0.00422843,0,0,"HSG","He",8.93392971246007
"173",0.313,0.0615,5,30,1.56138,78.0202,2.82395,0.00239115,0,0,"HSG","He",9.02220447284345
"174",0.313,0.0615,5,30,1.36875,85.6568,2.79839,0.001423,0,0,"HSG","He",8.94054313099041
"175",0.313,0.0615,5,30,1.20063,94.0409,2.75259,0.000732157,0,0,"HSG","He",8.79421725239617
"176",0.313,0.0615,5,30,1.04925,103.246,2.67396,0.000543767,0,0,"HSG","He",8.54300319488818
"177",0.313,0.0615,5,30,0.911643,113.351,2.59038,0.000368075,0,0,"HSG","He",8.27597444089457
"178",0.313,0.0615,5,30,0.791541,124.446,2.49923,0.000256356,0,0,"HSG","He",7.98476038338658
"179",0.313,0.0615,5,30,0.682721,136.627,2.37975,0.000604521,0,0,"HSG","He",7.60303514376997
